run,ep,unique_cells,bfs_span,boundary_crossings,crosses_2_boundaries,corner_passage,detour_segment,start_end_bfs
d4rl,661,7,6,10,True,True,True,6
d4rl,662,7,6,27,True,True,True,5
d4rl,663,7,6,19,True,True,True,5
d4rl,664,7,6,7,True,True,True,5
d4rl,665,6,5,20,True,True,True,4
d4rl,666,7,6,21,True,True,True,5
d4rl,667,7,6,17,True,True,True,5
d4rl,668,5,4,4,True,True,True,4
d4rl,669,7,6,27,True,True,True,5
d4rl,670,7,6,8,True,True,True,6
d4rl,671,7,6,15,True,True,True,5
d4rl,672,7,6,39,True,True,True,5
d4rl,673,7,6,10,True,True,True,6
d4rl,674,7,6,17,True,True,True,5
d4rl,675,5,4,4,True,True,True,4
d4rl,676,7,6,30,True,True,True,6
d4rl,677,7,6,24,True,True,True,6
d4rl,678,4,3,3,True,True,False,3
d4rl,679,7,6,9,True,True,True,5
d4rl,680,5,4,6,True,True,True,4
d4rl,681,7,6,21,True,True,True,5
d4rl,682,3,2,2,True,False,False,2
d4rl,683,7,6,20,True,True,True,6
d4rl,684,6,5,9,True,True,True,5
d4rl,685,7,6,25,True,True,True,5
d4rl,686,5,4,4,True,True,True,4
d4rl,687,7,6,23,True,True,True,5
d4rl,688,7,6,8,True,True,True,6
d4rl,689,2,1,1,False,False,False,1
d4rl,690,6,5,6,True,True,True,4
d4rl,691,7,6,8,True,True,True,6
d4rl,692,7,6,16,True,True,True,6
d4rl,693,7,6,11,True,True,True,5
d4rl,694,6,5,22,True,True,True,4
d4rl,695,6,5,9,True,True,True,5
d4rl,696,5,4,4,True,True,True,4
d4rl,697,6,5,5,True,True,True,5
d4rl,698,7,6,36,True,True,True,6
d4rl,699,5,4,4,True,True,True,4
d4rl,700,7,6,8,True,True,True,6
d4rl,701,3,2,3,True,False,False,1
d4rl,702,7,6,14,True,True,True,6
d4rl,703,7,6,11,True,True,True,5
d4rl,704,5,4,4,True,True,True,4
d4rl,705,7,6,14,True,True,True,6
d4rl,706,7,6,24,True,True,True,6
d4rl,707,7,6,8,True,True,True,6
d4rl,708,7,6,30,True,True,True,6
d4rl,709,7,6,10,True,True,True,6
d4rl,710,5,4,4,True,True,True,4
d4rl,711,7,6,36,True,True,True,6
d4rl,712,7,6,9,True,True,True,5
d4rl,713,6,5,5,True,True,True,5
d4rl,714,5,4,4,True,True,True,4
d4rl,715,7,6,6,True,True,True,6
d4rl,716,7,6,23,True,True,True,5
d4rl,717,7,6,47,True,True,True,5
d4rl,718,6,5,12,True,True,True,4
d4rl,719,7,6,15,True,True,True,5
d4rl,720,6,5,6,True,True,True,4
d4rl,721,7,6,13,True,True,True,5
d4rl,722,7,6,16,True,True,True,6
d4rl,723,7,6,11,True,True,True,5
d4rl,724,7,6,13,True,True,True,5
d4rl,725,7,6,15,True,True,True,5
d4rl,726,7,6,10,True,True,True,6
d4rl,727,2,1,1,False,False,False,1
d4rl,728,4,3,3,True,True,False,3
d4rl,729,7,6,23,True,True,True,5
d4rl,730,7,6,17,True,True,True,5
d4rl,731,7,6,20,True,True,True,6
d4rl,732,7,6,6,True,True,True,6
d4rl,733,7,6,8,True,True,True,6
d4rl,734,7,6,52,True,True,True,6
d4rl,735,7,6,9,True,True,True,5
d4rl,736,5,4,8,True,True,True,4
d4rl,737,7,6,18,True,True,True,6
d4rl,738,7,6,8,True,True,True,6
d4rl,739,7,6,9,True,True,True,5
d4rl,740,5,4,4,True,True,True,4
d4rl,741,7,6,45,True,True,True,5
d4rl,742,6,5,7,True,True,True,5
d4rl,743,7,6,12,True,True,True,6
d4rl,744,7,6,7,True,True,True,5
d4rl,745,7,6,17,True,True,True,5
d4rl,746,7,6,6,True,True,True,6
d4rl,747,7,6,23,True,True,True,5
d4rl,748,6,5,13,True,True,True,5
d4rl,749,6,5,11,True,True,True,5
d4rl,750,7,6,13,True,True,True,5
d4rl,751,7,6,10,True,True,True,6
d4rl,752,7,6,17,True,True,True,5
d4rl,753,7,6,26,True,True,True,6
d4rl,754,7,6,18,True,True,True,6
d4rl,755,7,6,18,True,True,True,6
d4rl,756,6,5,14,True,True,True,4
d4rl,757,7,6,12,True,True,True,6
d4rl,758,7,6,19,True,True,True,5
d4rl,759,7,6,32,True,True,True,6
d4rl,760,7,6,7,True,True,True,5
d4rl,761,6,5,5,True,True,True,5
d4rl,762,5,4,4,True,True,True,4
d4rl,763,7,6,27,True,True,True,5
d4rl,764,7,6,36,True,True,True,6
d4rl,765,7,6,10,True,True,True,6
d4rl,766,7,6,18,True,True,True,6
d4rl,767,7,6,6,True,True,True,6
d4rl,768,7,6,13,True,True,True,5
d4rl,769,7,6,12,True,True,True,6
d4rl,770,7,6,19,True,True,True,5
d4rl,771,7,6,6,True,True,True,6
d4rl,772,7,6,33,True,True,True,5
d4rl,773,7,6,9,True,True,True,5
d4rl,774,7,6,14,True,True,True,6
d4rl,775,5,4,4,True,True,True,4
d4rl,776,7,6,11,True,True,True,5
d4rl,777,7,6,6,True,True,True,6
d4rl,778,7,6,6,True,True,True,6
d4rl,779,6,5,8,True,True,True,4
d4rl,780,7,6,10,True,True,True,6
d4rl,781,7,6,31,True,True,True,5
d4rl,782,7,6,12,True,True,True,6
d4rl,783,7,6,9,True,True,True,5
d4rl,784,7,6,15,True,True,True,5
d4rl,785,7,6,8,True,True,True,6
d4rl,786,7,6,7,True,True,True,5
d4rl,787,7,6,7,True,True,True,5
d4rl,788,7,6,11,True,True,True,5
d4rl,789,7,6,12,True,True,True,6
d4rl,790,6,5,5,True,True,True,5
d4rl,791,7,6,15,True,True,True,5
d4rl,792,7,6,6,True,True,True,6
d4rl,793,7,6,11,True,True,True,5
d4rl,794,7,6,18,True,True,True,6
d4rl,795,7,6,10,True,True,True,6
d4rl,796,6,5,5,True,True,True,5
d4rl,797,7,6,8,True,True,True,6
d4rl,798,7,6,42,True,True,True,6
d4rl,799,7,6,8,True,True,True,6
d4rl,800,6,5,8,True,True,True,4
d4rl,801,6,5,11,True,True,True,5
d4rl,802,7,6,9,True,True,True,5
d4rl,803,7,6,20,True,True,True,6
d4rl,804,6,5,7,True,True,True,5
d4rl,805,7,6,12,True,True,True,6
d4rl,806,7,6,17,True,True,True,5
d4rl,807,7,6,8,True,True,True,6
d4rl,808,7,6,14,True,True,True,6
d4rl,809,7,6,19,True,True,True,5
d4rl,810,3,2,2,True,False,False,2
d4rl,811,7,6,29,True,True,True,5
d4rl,812,7,6,46,True,True,True,6
d4rl,813,5,4,6,True,True,True,4
d4rl,814,7,6,25,True,True,True,5
d4rl,815,7,6,9,True,True,True,5
d4rl,816,6,5,5,True,True,True,5
d4rl,817,6,5,5,True,True,True,5
d4rl,818,7,6,13,True,True,True,5
d4rl,819,7,6,27,True,True,True,5
d4rl,820,6,5,9,True,True,True,5
d4rl,821,7,6,9,True,True,True,5
d4rl,822,7,6,14,True,True,True,6
d4rl,823,6,5,5,True,True,True,5
d4rl,824,7,6,9,True,True,True,5
d4rl,825,2,1,1,False,False,False,1
d4rl,826,7,6,47,True,True,True,5
d4rl,827,7,6,19,True,True,True,5
d4rl,828,7,6,30,True,True,True,6
d4rl,829,7,6,12,True,True,True,6
d4rl,830,7,6,18,True,True,True,6
d4rl,831,7,6,6,True,True,True,6
d4rl,832,7,6,6,True,True,True,6
d4rl,833,7,6,10,True,True,True,6
d4rl,834,7,6,13,True,True,True,5
d4rl,835,7,6,11,True,True,True,5
d4rl,836,7,6,24,True,True,True,6
d4rl,837,7,6,16,True,True,True,6
d4rl,838,7,6,37,True,True,True,5
d4rl,839,6,5,5,True,True,True,5
d4rl,840,7,6,26,True,True,True,6
d4rl,841,6,5,5,True,True,True,5
d4rl,842,7,6,28,True,True,True,6
d4rl,843,7,6,16,True,True,True,6
d4rl,844,3,2,6,True,False,False,2
d4rl,845,6,5,5,True,True,True,5
d4rl,846,6,5,7,True,True,True,5
d4rl,847,7,6,22,True,True,True,6
d4rl,848,2,1,1,False,False,False,1
d4rl,849,7,6,15,True,True,True,5
d4rl,850,6,5,5,True,True,True,5
d4rl,851,7,6,11,True,True,True,5
d4rl,852,7,6,9,True,True,True,5
d4rl,853,7,6,8,True,True,True,6
d4rl,854,7,6,24,True,True,True,6
d4rl,855,7,6,7,True,True,True,5
d4rl,856,5,4,4,True,True,True,4
d4rl,857,6,5,7,True,True,True,5
d4rl,858,7,6,22,True,True,True,6
d4rl,859,7,6,7,True,True,True,5
d4rl,860,6,5,7,True,True,True,5
d4rl,861,6,5,13,True,True,True,5
d4rl,862,6,5,5,True,True,True,5
d4rl,863,5,4,4,True,True,True,4
d4rl,864,7,6,11,True,True,True,5
d4rl,865,7,6,32,True,True,True,6
d4rl,866,7,6,8,True,True,True,6
d4rl,867,7,6,6,True,True,True,6
d4rl,868,6,5,5,True,True,True,5
d4rl,869,7,6,12,True,True,True,6
d4rl,870,7,6,6,True,True,True,6
d4rl,871,7,6,27,True,True,True,5
d4rl,872,7,6,31,True,True,True,5
d4rl,873,7,6,6,True,True,True,6
d4rl,874,7,6,28,True,True,True,6
d4rl,875,7,6,11,True,True,True,5
d4rl,876,7,6,16,True,True,True,6
d4rl,877,7,6,6,True,True,True,6
d4rl,878,6,5,5,True,True,True,5
d4rl,879,6,5,9,True,True,True,5
d4rl,880,7,6,7,True,True,True,5
d4rl,881,7,6,6,True,True,True,6
d4rl,882,7,6,6,True,True,True,6
d4rl,883,7,6,10,True,True,True,6
d4rl,884,4,3,7,True,True,False,3
d4rl,885,7,6,32,True,True,True,6
d4rl,886,7,6,9,True,True,True,5
d4rl,887,7,6,27,True,True,True,5
d4rl,888,7,6,26,True,True,True,6
d4rl,889,7,6,8,True,True,True,6
d4rl,890,5,4,4,True,True,True,4
d4rl,891,7,6,12,True,True,True,6
d4rl,892,7,6,49,True,True,True,5
d4rl,893,7,6,10,True,True,True,6
d4rl,894,7,6,11,True,True,True,5
d4rl,895,7,6,7,True,True,True,5
d4rl,896,7,6,12,True,True,True,6
d4rl,897,2,1,1,False,False,False,1
d4rl,898,6,5,11,True,True,True,5
d4rl,899,7,6,20,True,True,True,6
d4rl,900,7,6,31,True,True,True,5
d4rl,901,5,4,4,True,True,True,4
d4rl,902,6,5,5,True,True,True,5
d4rl,903,6,5,5,True,True,True,5
d4rl,904,6,5,7,True,True,True,5
d4rl,905,7,6,21,True,True,True,5
d4rl,906,7,6,30,True,True,True,6
d4rl,907,3,2,2,True,False,False,2
d4rl,908,7,6,20,True,True,True,6
d4rl,909,7,6,17,True,True,True,5
d4rl,910,6,5,5,True,True,True,5
d4rl,911,7,6,12,True,True,True,6
d4rl,912,7,6,7,True,True,True,5
d4rl,913,7,6,15,True,True,True,5
d4rl,914,7,6,30,True,True,True,6
d4rl,915,7,6,27,True,True,True,5
d4rl,916,7,6,13,True,True,True,5
d4rl,917,7,6,6,True,True,True,6
d4rl,918,6,5,11,True,True,True,5
d4rl,919,7,6,40,True,True,True,6
d4rl,920,6,5,5,True,True,True,5
d4rl,921,6,5,5,True,True,True,5
d4rl,922,2,1,1,False,False,False,1
d4rl,923,7,6,6,True,True,True,6
d4rl,924,7,6,6,True,True,True,6
d4rl,925,7,6,13,True,True,True,5
d4rl,926,7,6,40,True,True,True,6
d4rl,927,7,6,7,True,True,True,5
d4rl,928,3,2,2,True,False,False,2
d4rl,929,6,5,7,True,True,True,5
d4rl,930,7,6,28,True,True,True,6
d4rl,931,7,6,13,True,True,True,5
d4rl,932,7,6,25,True,True,True,5
d4rl,933,6,5,5,True,True,True,5
d4rl,934,7,6,17,True,True,True,5
d4rl,935,2,1,1,False,False,False,1
d4rl,936,7,6,38,True,True,True,6
d4rl,937,7,6,9,True,True,True,5
d4rl,938,6,5,5,True,True,True,5
d4rl,939,2,1,1,False,False,False,1
d4rl,940,6,5,5,True,True,True,5
d4rl,941,7,6,12,True,True,True,6
d4rl,942,6,5,5,True,True,True,5
d4rl,943,7,6,6,True,True,True,6
d4rl,944,6,5,7,True,True,True,5
d4rl,945,6,5,5,True,True,True,5
d4rl,946,3,2,2,True,False,False,2
d4rl,947,7,6,43,True,True,True,5
d4rl,948,7,6,20,True,True,True,6
d4rl,949,7,6,15,True,True,True,5
d4rl,950,7,6,10,True,True,True,6
d4rl,951,6,5,11,True,True,True,5
d4rl,952,7,6,10,True,True,True,6
d4rl,953,7,6,12,True,True,True,6
d4rl,954,6,5,10,True,True,True,4
d4rl,955,6,5,7,True,True,True,5
d4rl,956,5,4,6,True,True,True,4
d4rl,957,5,4,4,True,True,True,4
d4rl,958,6,5,5,True,True,True,5
d4rl,959,7,6,24,True,True,True,6
d4rl,960,7,6,13,True,True,True,5
d4rl,961,7,6,10,True,True,True,6
d4rl,962,7,6,16,True,True,True,6
d4rl,963,7,6,18,True,True,True,6
d4rl,964,5,4,4,True,True,True,4
d4rl,965,7,6,22,True,True,True,6
d4rl,966,7,6,21,True,True,True,5
d4rl,967,6,5,5,True,True,True,5
d4rl,968,7,6,28,True,True,True,6
d4rl,969,7,6,21,True,True,True,5
d4rl,970,7,6,41,True,True,True,5
d4rl,971,6,5,7,True,True,True,5
d4rl,972,7,6,13,True,True,True,5
d4rl,973,6,5,5,True,True,True,5
d4rl,974,6,5,5,True,True,True,5
d4rl,975,7,6,14,True,True,True,6
d4rl,976,7,6,10,True,True,True,6
d4rl,977,4,3,5,True,True,False,3
d4rl,978,6,5,5,True,True,True,5
d4rl,979,7,6,23,True,True,True,5
d4rl,980,7,6,8,True,True,True,6
d4rl,981,6,5,5,True,True,True,5
d4rl,982,6,5,7,True,True,True,5
d4rl,983,7,6,15,True,True,True,5
d4rl,984,7,6,13,True,True,True,5
d4rl,985,7,6,42,True,True,True,6
d4rl,986,7,6,39,True,True,True,5
d4rl,987,7,6,11,True,True,True,5
d4rl,988,7,6,16,True,True,True,6
d4rl,989,7,6,8,True,True,True,6
d4rl,990,7,6,6,True,True,True,6
d4rl,991,7,6,28,True,True,True,6
d4rl,992,7,6,17,True,True,True,5
d4rl,993,7,6,37,True,True,True,5
d4rl,994,6,5,8,True,True,True,4
d4rl,995,7,6,24,True,True,True,6
d4rl,996,5,4,4,True,True,True,4
d4rl,997,7,6,10,True,True,True,6
d4rl,998,7,6,12,True,True,True,6
d4rl,999,5,4,4,True,True,True,4
d4rl,1000,7,6,8,True,True,True,6
d4rl,1001,4,3,4,True,True,False,2
d4rl,1002,7,6,6,True,True,True,6
d4rl,1003,7,6,12,True,True,True,6
d4rl,1004,4,3,4,True,True,False,2
d4rl,1005,6,5,7,True,True,True,5
d4rl,1006,7,6,49,True,True,True,5
d4rl,1007,6,5,7,True,True,True,5
d4rl,1008,7,6,7,True,True,True,5
d4rl,1009,7,6,18,True,True,True,6
d4rl,1010,7,6,36,True,True,True,6
d4rl,1011,7,6,43,True,True,True,5
d4rl,1012,7,6,25,True,True,True,5
d4rl,1013,6,5,5,True,True,True,5
d4rl,1014,7,6,6,True,True,True,6
d4rl,1015,7,6,24,True,True,True,6
d4rl,1016,6,5,5,True,True,True,5
d4rl,1017,7,6,6,True,True,True,6
d4rl,1018,5,4,10,True,True,True,4
d4rl,1019,7,6,13,True,True,True,5
d4rl,1020,7,6,6,True,True,True,6
d4rl,1021,7,6,7,True,True,True,5
d4rl,1022,7,6,27,True,True,True,5
d4rl,1023,7,6,6,True,True,True,6
d4rl,1024,5,4,8,True,True,True,4
d4rl,1025,2,1,1,False,False,False,1
d4rl,1026,7,6,6,True,True,True,6
d4rl,1027,7,6,33,True,True,True,5
d4rl,1028,7,6,38,True,True,True,6
d4rl,1029,7,6,8,True,True,True,6
d4rl,1030,7,6,19,True,True,True,5
d4rl,1031,7,6,21,True,True,True,5
d4rl,1032,6,5,5,True,True,True,5
d4rl,1033,2,1,1,False,False,False,1
d4rl,1034,7,6,6,True,True,True,6
d4rl,1035,7,6,10,True,True,True,6
d4rl,1036,6,5,5,True,True,True,5
d4rl,1037,7,6,14,True,True,True,6
d4rl,1038,6,5,5,True,True,True,5
d4rl,1039,7,6,47,True,True,True,5
d4rl,1040,6,5,5,True,True,True,5
d4rl,1041,7,6,8,True,True,True,6
d4rl,1042,6,5,10,True,True,True,4
d4rl,1043,6,5,5,True,True,True,5
d4rl,1044,7,6,7,True,True,True,5
d4rl,1045,7,6,7,True,True,True,5
d4rl,1046,7,6,6,True,True,True,6
d4rl,1047,3,2,2,True,False,False,2
d4rl,1048,2,1,3,True,False,False,1
d4rl,1049,6,5,5,True,True,True,5
d4rl,1050,7,6,19,True,True,True,5
d4rl,1051,7,6,10,True,True,True,6
d4rl,1052,7,6,25,True,True,True,5
d4rl,1053,7,6,33,True,True,True,5
d4rl,1054,7,6,13,True,True,True,5
d4rl,1055,7,6,6,True,True,True,6
d4rl,1056,7,6,30,True,True,True,6
d4rl,1057,7,6,8,True,True,True,6
d4rl,1058,7,6,7,True,True,True,5
d4rl,1059,7,6,8,True,True,True,6
d4rl,1060,2,1,1,False,False,False,1
d4rl,1061,6,5,5,True,True,True,5
d4rl,1062,7,6,10,True,True,True,6
d4rl,1063,5,4,4,True,True,True,4
d4rl,1064,6,5,5,True,True,True,5
d4rl,1065,6,5,9,True,True,True,5
d4rl,1066,7,6,12,True,True,True,6
d4rl,1067,5,4,4,True,True,True,4
d4rl,1068,7,6,14,True,True,True,6
d4rl,1069,6,5,7,True,True,True,5
d4rl,1070,7,6,20,True,True,True,6
d4rl,1071,6,5,5,True,True,True,5
d4rl,1072,6,5,11,True,True,True,5
d4rl,1073,4,3,3,True,True,False,3
d4rl,1074,7,6,7,True,True,True,5
d4rl,1075,3,2,2,True,False,False,2
d4rl,1076,7,6,8,True,True,True,6
d4rl,1077,7,6,9,True,True,True,5
d4rl,1078,7,6,31,True,True,True,5
d4rl,1079,7,6,8,True,True,True,6
d4rl,1080,2,1,1,False,False,False,1
d4rl,1081,7,6,10,True,True,True,6
d4rl,1082,6,5,7,True,True,True,5
d4rl,1083,7,6,14,True,True,True,6
d4rl,1084,7,6,29,True,True,True,5
d4rl,1085,4,3,3,True,True,False,3
d4rl,1086,6,5,7,True,True,True,5
d4rl,1087,7,6,20,True,True,True,6
d4rl,1088,7,6,14,True,True,True,6
d4rl,1089,7,6,8,True,True,True,6
d4rl,1090,7,6,10,True,True,True,6
d4rl,1091,7,6,8,True,True,True,6
d4rl,1092,7,6,8,True,True,True,6
d4rl,1093,5,4,4,True,True,True,4
d4rl,1094,2,1,1,False,False,False,1
d4rl,1095,7,6,19,True,True,True,5
d4rl,1096,7,6,21,True,True,True,5
d4rl,1097,6,5,7,True,True,True,5
d4rl,1098,6,5,8,True,True,True,4
d4rl,1099,7,6,23,True,True,True,5
d4rl,1100,3,2,2,True,False,False,2
d4rl,1101,6,5,5,True,True,True,5
d4rl,1102,7,6,20,True,True,True,6
d4rl,1103,7,6,40,True,True,True,6
d4rl,1104,7,6,7,True,True,True,5
d4rl,1105,7,6,9,True,True,True,5
d4rl,1106,7,6,10,True,True,True,6
d4rl,1107,7,6,50,True,True,True,6
d4rl,1108,4,3,10,True,True,False,2
d4rl,1109,7,6,8,True,True,True,6
d4rl,1110,4,3,3,True,True,False,3
d4rl,1111,7,6,8,True,True,True,6
d4rl,1112,7,6,20,True,True,True,6
d4rl,1113,7,6,26,True,True,True,6
d4rl,1114,6,5,5,True,True,True,5
d4rl,1115,3,2,2,True,False,False,2
d4rl,1116,7,6,11,True,True,True,5
d4rl,1117,6,5,5,True,True,True,5
d4rl,1118,7,6,31,True,True,True,5
d4rl,1119,6,5,5,True,True,True,5
d4rl,1120,7,6,7,True,True,True,5
d4rl,1121,7,6,9,True,True,True,5
d4rl,1122,7,6,15,True,True,True,5
d4rl,1123,5,4,4,True,True,True,4
d4rl,1124,6,5,5,True,True,True,5
d4rl,1125,7,6,18,True,True,True,6
d4rl,1126,7,6,35,True,True,True,5
d4rl,1127,7,6,9,True,True,True,5
d4rl,1128,7,6,7,True,True,True,5
d4rl,1129,7,6,27,True,True,True,5
d4rl,1130,7,6,6,True,True,True,6
d4rl,1131,7,6,16,True,True,True,6
d4rl,1132,7,6,44,True,True,True,6
d4rl,1133,5,4,4,True,True,True,4
d4rl,1134,2,1,1,False,False,False,1
d4rl,1135,7,6,6,True,True,True,6
d4rl,1136,6,5,7,True,True,True,5
d4rl,1137,7,6,8,True,True,True,6
d4rl,1138,7,6,11,True,True,True,5
d4rl,1139,7,6,6,True,True,True,6
d4rl,1140,2,1,1,False,False,False,1
d4rl,1141,7,6,7,True,True,True,5
d4rl,1142,7,6,16,True,True,True,6
d4rl,1143,6,5,5,True,True,True,5
d4rl,1144,7,6,11,True,True,True,5
d4rl,1145,7,6,20,True,True,True,6
d4rl,1146,7,6,24,True,True,True,6
d4rl,1147,7,6,18,True,True,True,6
d4rl,1148,7,6,8,True,True,True,6
d4rl,1149,7,6,21,True,True,True,5
d4rl,1150,7,6,20,True,True,True,6
d4rl,1151,7,6,12,True,True,True,6
d4rl,1152,7,6,6,True,True,True,6
d4rl,1153,5,4,4,True,True,True,4
d4rl,1154,7,6,13,True,True,True,5
d4rl,1155,7,6,42,True,True,True,6
d4rl,1156,6,5,5,True,True,True,5
d4rl,1157,6,5,5,True,True,True,5
d4rl,1158,7,6,6,True,True,True,6
d4rl,1159,7,6,6,True,True,True,6
d4rl,1160,5,4,4,True,True,True,4
d4rl,1161,7,6,8,True,True,True,6
d4rl,1162,7,6,23,True,True,True,5
d4rl,1163,7,6,21,True,True,True,5
d4rl,1164,7,6,12,True,True,True,6
d4rl,1165,6,5,7,True,True,True,5
d4rl,1166,7,6,19,True,True,True,5
d4rl,1167,6,5,5,True,True,True,5
d4rl,1168,7,6,27,True,True,True,5
d4rl,1169,7,6,6,True,True,True,6
d4rl,1170,5,4,10,True,True,True,4
d4rl,1171,6,5,8,True,True,True,4
d4rl,1172,7,6,25,True,True,True,5
d4rl,1173,6,5,5,True,True,True,5
d4rl,1174,7,6,39,True,True,True,5
d4rl,1175,5,4,4,True,True,True,4
d4rl,1176,4,3,3,True,True,False,3
d4rl,1177,5,4,4,True,True,True,4
d4rl,1178,7,6,11,True,True,True,5
d4rl,1179,5,4,8,True,True,True,4
d4rl,1180,3,2,2,True,False,False,2
d4rl,1181,5,4,4,True,True,True,4
d4rl,1182,7,6,6,True,True,True,6
d4rl,1183,7,6,9,True,True,True,5
d4rl,1184,7,6,24,True,True,True,6
d4rl,1185,7,6,11,True,True,True,5
d4rl,1186,7,6,6,True,True,True,6
d4rl,1187,7,6,6,True,True,True,6
d4rl,1188,4,3,7,True,True,False,3
d4rl,1189,7,6,24,True,True,True,6
d4rl,1190,7,6,25,True,True,True,5
d4rl,1191,7,6,24,True,True,True,6
d4rl,1192,6,5,5,True,True,True,5
d4rl,1193,7,6,8,True,True,True,6
d4rl,1194,7,6,22,True,True,True,6
d4rl,1195,7,6,8,True,True,True,6
d4rl,1196,3,2,2,True,False,False,2
d4rl,1197,6,5,7,True,True,True,5
d4rl,1198,7,6,9,True,True,True,5
d4rl,1199,7,6,8,True,True,True,6
d4rl,1200,7,6,20,True,True,True,6
d4rl,1201,7,6,8,True,True,True,6
d4rl,1202,5,4,4,True,True,True,4
d4rl,1203,7,6,8,True,True,True,6
d4rl,1204,6,5,10,True,True,True,4
d4rl,1205,7,6,9,True,True,True,5
d4rl,1206,7,6,52,True,True,True,6
d4rl,1207,7,6,46,True,True,True,6
d4rl,1208,7,6,6,True,True,True,6
d4rl,1209,7,6,6,True,True,True,6
d4rl,1210,7,6,7,True,True,True,5
d4rl,1211,7,6,24,True,True,True,6
d4rl,1212,6,5,5,True,True,True,5
d4rl,1213,7,6,14,True,True,True,6
d4rl,1214,6,5,5,True,True,True,5
d4rl,1215,7,6,37,True,True,True,5
d4rl,1216,6,5,5,True,True,True,5
d4rl,1217,7,6,9,True,True,True,5
d4rl,1218,7,6,6,True,True,True,6
d4rl,1219,7,6,51,True,True,True,5
d4rl,1220,6,5,7,True,True,True,5
d4rl,1221,6,5,5,True,True,True,5
d4rl,1222,7,6,12,True,True,True,6
d4rl,1223,5,4,4,True,True,True,4
d4rl,1224,3,2,4,True,False,False,2
d4rl,1225,7,6,7,True,True,True,5
d4rl,1226,7,6,30,True,True,True,6
d4rl,1227,7,6,29,True,True,True,5
d4rl,1228,7,6,6,True,True,True,6
d4rl,1229,7,6,17,True,True,True,5
d4rl,1230,2,1,1,False,False,False,1
d4rl,1231,7,6,39,True,True,True,5
d4rl,1232,7,6,23,True,True,True,5
d4rl,1233,7,6,17,True,True,True,5
d4rl,1234,7,6,23,True,True,True,5
d4rl,1235,7,6,37,True,True,True,5
d4rl,1236,6,5,5,True,True,True,5
d4rl,1237,7,6,13,True,True,True,5
d4rl,1238,7,6,13,True,True,True,5
d4rl,1239,4,3,3,True,True,False,3
d4rl,1240,7,6,6,True,True,True,6
d4rl,1241,6,5,9,True,True,True,5
d4rl,1242,7,6,12,True,True,True,6
d4rl,1243,7,6,45,True,True,True,5
d4rl,1244,7,6,6,True,True,True,6
d4rl,1245,7,6,15,True,True,True,5
d4rl,1246,7,6,24,True,True,True,6
d4rl,1247,7,6,8,True,True,True,6
d4rl,1248,3,2,2,True,False,False,2
d4rl,1249,7,6,6,True,True,True,6
d4rl,1250,7,6,6,True,True,True,6
d4rl,1251,7,6,51,True,True,True,5
d4rl,1252,7,6,6,True,True,True,6
d4rl,1253,7,6,8,True,True,True,6
d4rl,1254,7,6,35,True,True,True,5
d4rl,1255,7,6,42,True,True,True,6
d4rl,1256,7,6,23,True,True,True,5
d4rl,1257,7,6,14,True,True,True,6
d4rl,1258,6,5,7,True,True,True,5
d4rl,1259,7,6,8,True,True,True,6
d4rl,1260,7,6,20,True,True,True,6
d4rl,1261,7,6,10,True,True,True,6
d4rl,1262,7,6,23,True,True,True,5
d4rl,1263,7,6,9,True,True,True,5
d4rl,1264,7,6,6,True,True,True,6
d4rl,1265,6,5,7,True,True,True,5
d4rl,1266,7,6,8,True,True,True,6
d4rl,1267,6,5,8,True,True,True,4
d4rl,1268,7,6,17,True,True,True,5
d4rl,1269,7,6,6,True,True,True,6
d4rl,1270,7,6,30,True,True,True,6
d4rl,1271,7,6,16,True,True,True,6
d4rl,1272,7,6,6,True,True,True,6
d4rl,1273,7,6,10,True,True,True,6
d4rl,1274,5,4,4,True,True,True,4
d4rl,1275,7,6,6,True,True,True,6
d4rl,1276,7,6,26,True,True,True,6
d4rl,1277,7,6,6,True,True,True,6
d4rl,1278,7,6,33,True,True,True,5
d4rl,1279,6,5,9,True,True,True,5
d4rl,1280,7,6,8,True,True,True,6
d4rl,1281,7,6,8,True,True,True,6
d4rl,1282,7,6,7,True,True,True,5
d4rl,1283,7,6,13,True,True,True,5
d4rl,1284,7,6,23,True,True,True,5
d4rl,1285,7,6,7,True,True,True,5
d4rl,1286,6,5,5,True,True,True,5
d4rl,1287,7,6,11,True,True,True,5
d4rl,1288,7,6,6,True,True,True,6
d4rl,1289,7,6,6,True,True,True,6
d4rl,1290,7,6,6,True,True,True,6
d4rl,1291,7,6,7,True,True,True,5
d4rl,1292,7,6,16,True,True,True,6
d4rl,1293,7,6,14,True,True,True,6
d4rl,1294,7,6,26,True,True,True,6
d4rl,1295,7,6,25,True,True,True,5
d4rl,1296,7,6,14,True,True,True,6
d4rl,1297,7,6,11,True,True,True,5
d4rl,1298,7,6,8,True,True,True,6
d4rl,1299,4,3,3,True,True,False,3
d4rl,1300,7,6,11,True,True,True,5
d4rl,1301,7,6,39,True,True,True,5
d4rl,1302,7,6,41,True,True,True,5
d4rl,1303,7,6,6,True,True,True,6
d4rl,1304,7,6,20,True,True,True,6
d4rl,1305,7,6,8,True,True,True,6
d4rl,1306,7,6,16,True,True,True,6
d4rl,1307,7,6,35,True,True,True,5
d4rl,1308,7,6,26,True,True,True,6
d4rl,1309,7,6,27,True,True,True,5
